Year,Make,Model,Mileage,Body style,Gearbox,Hand drive,Engine,Color,Custom cleared,Price
2014,Ford,Focus,145000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 8 100
2016,Honda,Civic,21932 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 4 100
2019,Toyota,Yaris,178783 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 5 200
2016,Nissan,Altima,21834 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 2 800
2020,Kia,Sportage,22100 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 8 600
2021,Volkswagen,Jetta,16374 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 900
2020,Toyota,Corolla,18247 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 5 900
2016,Honda,Accord,25000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 4 700
2017,Hyundai,Elantra,41000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 15 500
2016,Ford,Edge,62669 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 11 200
2016,Infiniti,QX50,22589 կմ , Հետչբեք, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 6 600
2018,Nissan,Rogue,92000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 6 000
2022,Mercedes-Benz,GLE 350,10393 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 30 000
2021,Mazda,MX-30 EV,360 մղոն , Ունիվերսալ, Ավտոմատ, Ձախ, Հիբրիդ, Մոխրագույն, մաքսազերծված չ,Պայմ.
2017,Mercedes-Benz,E 300,21935 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 12 200
2018,Hyundai,Tucson,57915 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 10 300
2017,Chevrolet,Sonic,49300 մղոն , Հետչբեք, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 1 500
2018,Ford,Mustang,35000 կմ , Կուպե, Ավտոմատ, Ձախ, Բենզին, Դեղին, Մաքսազերծված,$ 13 500
2020,Hyundai,Tucson,18286 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 6 800
2022,Toyota,Prius,19689 մղոն , Սեդան, Ավտոմատ, Ձախ, Հիբրիդ, Սպիտակ, մաքսազերծված չ,$ 12 600
2016,BMW,328,31400 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 500
2020,BMW,X5,18387 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 30 200
2018,Kia,Optima,18347 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 4 100
2022,Toyota,Camry,15000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 12 900
2020,Volkswagen,Jetta,67161 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 7 700
2019,BMW,440,24000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 11 300
2020,Ford,Edge,21300 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 12 500
2017,Mercedes-Benz,GLS 400,37000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, Մաքսազերծված,$ 57 000
2019,Honda,HR-V,25888 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 400
2020,Nissan,Maxima,17648 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 6 800
2016,Nissan,Maxima,22735 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 4 200
2017,Ford,Focus,19692 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 1 900
2019,Nissan,Sentra,20300 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 3 400
2022,Volkswagen,ID.4,100 կմ , Ունիվերսալ, Ավտոմատ, Ձախ, Էլեկտրական, Արծաթագույն, Մաքսազերծված,$ 35 700
2022,Mercedes-Benz,A 220,506 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 22 000
2016,Honda,Pilot,25000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 6 900
2016,Nissan,Rogue,77000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 4 500
2018,Toyota,Camry,48000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 39 500
2021,Mazda,CX5,16985 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 10 300
2019,BMW,X5,18354 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 25 200
2018,Nissan,Rogue,37000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 4 300
2020,Toyota,Rav 4,29890 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Կարմիր, մաքսազերծված չ,$ 9 000
2017,Hyundai,Elantra,60000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 4 500
2008,Lexus,GX 470,120000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,Պայմ.
2020,Mitsubishi,Outlander,35938 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 13 600
2017,Ford,Escape,71989 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 7 200
2017,Ford,Focus,73000 կմ , Հետչբեք, Մեխանիկական, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 19 900
2021,Volkswagen,Tiguan,14100 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 9 400
2020,Audi,A3,30000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 6 800
2016,Ford,Fusion,157000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, Մաքսազերծված,$ 13 700
2018,Nissan,Sentra,18256 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 2 700
2021,Ford,F150,6000 մղոն , Պիկապ, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 14 500
2014,Mercedes-Benz,ML 350,75000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 19 900
2020,Mercedes-Benz,G 63 AMG,23100 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 10 000
2017,Land,Rover Discovery Sport,21837 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 9 800
2016,BMW,228,35527 մղոն , Կուպե, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 15 400
2016,BMW,X6,16947 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 15 200
2016,Nissan,Altima,24874 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 3 000
2019,BMW,530,27800 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 10 000
2017,Hyundai,Accent,110085 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կարմիր, մաքսազերծված չ,$ 1 900
2022,Mazda,CX5,178 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 16 000
2019,Toyota,C-HR,18347 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 6 500
2017,Nissan,Maxima,21937 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 4 900
2021,Mazda,CX5,900 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, Մաքսազերծված,$ 38 700
2007,BMW,528,203000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 8 300
2018,Tesla,Model 3,18862 կմ , Սեդան, Ավտոմատ, Ձախ, Էլեկտրական, Կարմիր, մաքսազերծված չ,$ 14 100
2019,Toyota,C-HR,30000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 26 000
2017,Ford,Transit,104000 մղոն , Մինիվեն / Միկրոավտոբուս, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 14 700
2020,Mazda,CX5,18347 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 7 300
2017,Ford,Edge,18988 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 11 900
2018,Audi,A3,18247 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 7 100
2021,GMC,Acadia,10725 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 9 100
2016,Ford,Mustang,22731 կմ , Կուպե, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 200
2017,Kia,Sedona,100543 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 3 800
2020,BMW,X3,40000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 15 000
2018,Hyundai,Santa Fe,19845 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 6 500
2018,Mercedes-Benz,E 300,18347 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 14 300
2022,BMW,440,7000 մղոն , Սեդան, Ավտոմատ, Ձախ, Էլեկտրական, Սպիտակ, մաքսազերծված չ,$ 23 000
2016,Ford,Fusion,23176 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 2 600
2020,Nissan,Kicks,17594 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 6 200
2016,Toyota,Corolla,49704 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 4 200
2017,Nissan,Rogue,21735 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 4 200
2019,Infiniti,QX50,25408 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 23 700
2015,Hyundai,Sonata,84000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 13 900
2017,Jeep,Cherokee,23496 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Կարմիր, մաքսազերծված չ,$ 3 800
2018,Volkswagen,Tiguan,19574 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 5 700
2019,Honda,Accord,25800 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կարմիր, Մաքսազերծված,$ 25 200
2019,Kia,Forte,22400 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 11 000
2019,Hyundai,Elantra,36000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 4 700
2020,Kia,Forte,43247 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 12 000
2017,Mercedes-Benz,E 300,23650 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 13 000
2016,Lexus,GX 460,21934 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 17 200
2020,Mercedes-Benz,GLS 400,35344 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Կանաչ, մաքսազերծված չ,$ 42 000
2011,Nissan,Juke,159000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 11 500
2018,Kia,Optima,110578 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 12 500
2020,Hyundai,Elantra,67000 մղոն , Սեդան, Ավտոմատ, Ձախ, Գազ, Սև, մաքսազերծված չ,$ 6 000
2021,Toyota,4-Runner,4560 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 15 240
2019,Mercedes-Benz,G 63 AMG,49000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 222 000
2020,Alfa,Romeo Stelvio,11000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 8 100
2016,Kia,Optima,23195 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 3 100
2021,Toyota,Highlander,20178 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 20 600
2019,BMW,850,40000 մղոն , Կուպե, Ավտոմատ, Ձախ, Բենզին, Կապույտ, Մաքսազերծված,$ 104 000
2020,Subaru,Legacy,7600 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 7 500
2016,Nissan,Altima,22356 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 3 100
2010,Mercedes-Benz,E 350,230000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Այլ գույն, Մաքսազերծված,$ 14 300
2017,BMW,X3,21984 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 6 600
2018,Honda,Accord,19354 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 6 300
2022,Acura,MDX,1923 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 23 000
2020,Hyundai,Elantra,127000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 17 000
2017,Subaru,Outback,24600 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 4 100
2006,BMW,525,122000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 8 700
2016,Kia,Forte,36500 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 14 000
2018,Hyundai,Elantra,18347 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 3 700
2017,Mercedes-Benz,GLC 300,64400 մղոն , Ունիվերսալ, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,Պայմ.
2018,Nissan,Altima,19472 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 3 900
2021,Nissan,Altima,53000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,Պայմ.
2015,Toyota,Camry,93000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 23 500
2016,Jeep,Grand Cherokee,21934 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 8 100
2016,Kia,Optima,22793 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 3 100
2018,Ford,Focus,17000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 2 350
2018,Hyundai,Elantra,79000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 11 000
2020,Jeep,Grand Cherokee,14986 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Կարմիր, մաքսազերծված չ,$ 4 350
2017,Honda,CR-V,21834 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 8 200
2019,Ford,Mustang,33157 մղոն , Կուպե, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 17 000
2018,BMW,X3,17352 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 9 300
2016,Nissan,Maxima,22516 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 3 800
2004,Mercedes-Benz,Viano,333333 կմ , Մինիվեն / Միկրոավտոբուս, Ավտոմատ, Ձախ, Գազ, Արծաթագույն, Մաքսազերծված,$ 15 300
2019,Nissan,Frontier,18765 կմ , Պիկապ, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 8 100
2013,Toyota,Camry,120000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 17 000
2018,Honda,CR-V,17294 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 10 200
2018,BMW,320,76243 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 11 500
2016,Chevrolet,Colorado,22741 կմ , Պիկապ, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 3 600
2016,Chevrolet,Colorado,22347 կմ , Պիկապ, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 100
2017,Nissan,Sentra,19432 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 2 600
2019,Infiniti,QX50,22450 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 9 600
2017,Toyota,Corolla,76018 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 11 500
2018,Mazda,3,18347 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 2 800
2020,Kia,Optima,49000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 100
2021,Volvo,S60,17264 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 12 200
2017,Kia,Optima,21854 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 2 500
2022,Kia,K5,9023 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 11 000
2020,Toyota,Corolla,63484 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 10 000
2017,BMW,740,61000 մղոն , Սեդան, Ավտոմատ, Ձախ, Գազ, Կապույտ, մաքսազերծված չ,$ 28 600
2011,Mazda,CX7,130000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 13 000
2016,BMW,328,51200 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 6 400
2011,Hyundai,Elantra,90000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 9 200
2020,BMW,X5,11895 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 27 900
2017,Mazda,3,48373 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 3 300
2018,Chevrolet,Malibu,24500 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 3 500
2017,Ford,Focus,37148 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 2 400
2001,Mercedes-Benz,C 240,245000 կմ , Սեդան, Ավտոմատ, Ձախ, Գազ, Սև, մաքսազերծված չ,$ 6 600
2020,Mazda,3,18347 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 4 900
2007,Toyota,Land Cruiser Prado,118000 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 25 500
2017,Ford,Fusion,80500 մղոն , Սեդան, Վարիատոր, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 15 500
2021,Lexus,NX 300h,60000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 10 600
2016,Nissan,Sentra,23954 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 2 400
2021,Toyota,Corolla,9000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,֏ 9 450 000
2017,Mazda,6,89412 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 2 700
2022,VAZ,(Lada) NIVA Legend,6000 կմ , Ամենագնաց, Մեխանիկական, Ձախ, Բենզին, Սև, Մաքսազերծված,Պայմ.
2019,Nissan,Sentra,51258 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 4 100
2013,Chevrolet,Volt,79000 կմ , Հետչբեք, Ավտոմատ, Ձախ, Էլեկտրական, Մոխրագույն, Մաքսազերծված,$ 12 200
2011,Kia,Sorento,97000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, Մաքսազերծված,$ 11 900
2022,Tesla,Model 3,15397 կմ , Սեդան, Ավտոմատ, Ձախ, Էլեկտրական, Սպիտակ, մաքսազերծված չ,$ 20 100
2018,Chevrolet,Malibu,47370 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 4 100
2021,Mercedes-Benz,GLE 53 AMG Coupe,15000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, Մաքսազերծված,$ 165 000
2016,Nissan,Murano,76800 կմ , Ամենագնաց, Վարիատոր, Ձախ, Գազ, Մոխրագույն, Մաքսազերծված,$ 23 800
2019,BMW,X4,26318 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 22 000
2016,Ford,Focus,22934 կմ , Հետչբեք, Ավտոմատ, Ձախ, Բենզին, Կարմիր, մաքսազերծված չ,$ 1 300
2021,Ford,Explorer,49880 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 20 000
2020,Nissan,Maxima,18347 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Մոխրագույն, մաքսազերծված չ,$ 8 800
2016,Land,Rover Range Rover Sport,23185 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 21 300
2014,Nissan,Micra,224000 կմ , Հետչբեք, Մեխանիկական, Ձախ, Գազ, Արծաթագույն, Մաքսազերծված,$ 5 600
2020,Toyota,Camry,39000 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 30 500
2018,Toyota,Corolla,37801 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 5 300
2016,Hyundai,Santa Fe,23914 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 4 600
2022,Chevrolet,Equinox,16925 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 8 600
2018,Hyundai,Sonata,12100 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 6 000
1997,Mercedes-Benz,C 180,340000 կմ , Սեդան, Մեխանիկական, Ձախ, Գազ, Արծաթագույն, Մաքսազերծված,$ 5 400
2021,Hyundai,Tucson,15800 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 10 300
2022,Hyundai,Accent,1250 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 4 900
2020,Mazda,6,11000 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կարմիր, Մաքսազերծված,$ 26 500
2019,Nissan,Altima,9800 մղոն , Սեդան, Ավտոմատ, Ձախ, Բենզին, Կապույտ, մաքսազերծված չ,$ 12 000
2020,Kia,Optima,18357 կմ , Սեդան, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 5 200
2020,Chevrolet,Express,47047 կմ , Մինիվեն / Միկրոավտոբուս, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 25 000
2018,Toyota,Rav 4,64999 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սպիտակ, մաքսազերծված չ,$ 16 000
2016,Nissan,Rogue,21236 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Արծաթագույն, մաքսազերծված չ,$ 3 300
2017,Chevrolet,Equinox,23167 կմ , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, մաքսազերծված չ,$ 6 100
2018,Nissan,Rogue,50000 մղոն , Ամենագնաց, Ավտոմատ, Ձախ, Բենզին, Սև, Մաքսազերծված,$ 27 000
